"","associated_gene","Human (Adult)","Human (Adult)_Detected_Num_Isoseq","Human (Adult)_Known_Num_Gencode","Human (Adult)_Normalised","Human (Fetal)","Human (Fetal)_Detected_Num_Isoseq","Human (Fetal)_Known_Num_Gencode","Human (Fetal)_Normalised","Detected","isoseq_comparison_Human (Adult)vsHuman (Fetal)","isoseq_comparison_Human (Fetal)vsHuman (Adult)","isoseq_comparison_normalisedHuman (Adult)vsHuman (Fetal)","isoseq_comparison_normalisedHuman (Fetal)vsHuman (Adult)","isoseq_comparison_diff"
"44007","PNKP","Human (Adult)",2,31,0.0645161290322581,"Human (Fetal)",1,31,0.032258064516129,"Both",2,0.5,2,0.5,1
"44015","PNMA2","Human (Adult)",3,8,0.375,"Human (Fetal)",2,8,0.25,"Both",1.5,0.666666666666667,1.5,0.666666666666667,1
"44016","PNMA3","Human (Adult)",2,3,0.666666666666667,"Human (Fetal)",2,3,0.666666666666667,"Both",1,1,1,1,0
"44018","PNMA6A","Human (Adult)",1,1,1,"Human (Fetal)",1,1,1,"Both",1,1,1,1,0
"44022","PNMA8A","Human (Adult)",3,3,1,"Human (Fetal)",2,3,0.666666666666667,"Both",1.5,0.666666666666667,1.5,0.666666666666667,1
"44026","PNN","Human (Adult)",1,6,0.166666666666667,"Human (Fetal)",1,6,0.166666666666667,"Both",1,1,1,1,0
"44027","PNO1","Human (Adult)",1,3,0.333333333333333,"Human (Fetal)",1,3,0.333333333333333,"Both",1,1,1,1,0
"44031","PNPLA2","Human (Adult)",2,6,0.333333333333333,"Human (Fetal)",1,6,0.166666666666667,"Both",2,0.5,2,0.5,1
"44032","PNPLA3","Human (Adult)",2,5,0.4,"Human (Fetal)",1,5,0.2,"Both",2,0.5,2,0.5,1
"44036","PNPLA6","Human (Adult)",1,25,0.04,"Human (Fetal)",1,25,0.04,"Both",1,1,1,1,0
"44038","PNPLA8","Human (Adult)",3,12,0.25,"Human (Fetal)",2,12,0.166666666666667,"Both",1.5,0.666666666666667,1.5,0.666666666666667,1
"44039","PNPO","Human (Adult)",1,17,0.0588235294117647,"Human (Fetal)",1,17,0.0588235294117647,"Both",1,1,1,1,0
"44040","PNPT1","Human (Adult)",1,7,0.142857142857143,"Human (Fetal)",1,7,0.142857142857143,"Both",1,1,1,1,0
"44043","PNRC1","Human (Adult)",1,3,0.333333333333333,"Human (Fetal)",1,3,0.333333333333333,"Both",1,1,1,1,0
"44044","PNRC2","Human (Adult)",1,5,0.2,"Human (Fetal)",1,5,0.2,"Both",1,1,1,1,0
"44053","PODXL","Human (Adult)",1,8,0.125,"Human (Fetal)",2,8,0.25,"Both",0.5,2,0.5,2,1
"44054","PODXL2","Human (Adult)",3,1,3,"Human (Fetal)",7,1,7,"Both",0.428571428571429,2.33333333333333,0.428571428571429,2.33333333333333,4
"44057","POFUT2","Human (Adult)",1,14,0.0714285714285714,"Human (Fetal)",2,14,0.142857142857143,"Both",0.5,2,0.5,2,1
"44058","POGK","Human (Adult)",1,3,0.333333333333333,"Human (Fetal)",3,3,1,"Both",0.333333333333333,3,0.333333333333333,3,2
"44059","POGLUT1","Human (Adult)",2,9,0.222222222222222,"Human (Fetal)",1,9,0.111111111111111,"Both",2,0.5,2,0.5,1
"44062","POGZ","Human (Adult)",1,21,0.0476190476190476,"Human (Fetal)",3,21,0.142857142857143,"Both",0.333333333333333,3,0.333333333333333,3,2
"44064","POLA2","Human (Adult)",1,8,0.125,"Human (Fetal)",1,8,0.125,"Both",1,1,1,1,0
"44065","POLB","Human (Adult)",2,17,0.117647058823529,"Human (Fetal)",1,17,0.0588235294117647,"Both",2,0.5,2,0.5,1
"44067","POLD2","Human (Adult)",3,18,0.166666666666667,"Human (Fetal)",6,18,0.333333333333333,"Both",0.5,2,0.5,2,3
"44069","POLD3","Human (Adult)",1,10,0.1,"Human (Fetal)",3,10,0.3,"Both",0.333333333333333,3,0.333333333333333,3,2
"44071","POLDIP2","Human (Adult)",1,2,0.5,"Human (Fetal)",1,2,0.5,"Both",1,1,1,1,0
"44072","POLDIP3","Human (Adult)",2,9,0.222222222222222,"Human (Fetal)",2,9,0.222222222222222,"Both",1,1,1,1,0
"44075","POLE3","Human (Adult)",2,4,0.5,"Human (Fetal)",2,4,0.5,"Both",1,1,1,1,0
"44076","POLE4","Human (Adult)",1,6,0.166666666666667,"Human (Fetal)",1,6,0.166666666666667,"Both",1,1,1,1,0
"44077","POLG","Human (Adult)",1,27,0.037037037037037,"Human (Fetal)",3,27,0.111111111111111,"Both",0.333333333333333,3,0.333333333333333,3,2
"44082","POLI","Human (Adult)",1,16,0.0625,"Human (Fetal)",3,16,0.1875,"Both",0.333333333333333,3,0.333333333333333,3,2
"44083","POLK","Human (Adult)",2,17,0.117647058823529,"Human (Fetal)",6,17,0.352941176470588,"Both",0.333333333333333,3,0.333333333333333,3,4
"44089","POLR1B","Human (Adult)",1,17,0.0588235294117647,"Human (Fetal)",1,17,0.0588235294117647,"Both",1,1,1,1,0
"44090","POLR1C","Human (Adult)",2,16,0.125,"Human (Fetal)",4,16,0.25,"Both",0.5,2,0.5,2,2
"44091","POLR1D","Human (Adult)",3,22,0.136363636363636,"Human (Fetal)",3,22,0.136363636363636,"Both",1,1,1,1,0
"44092","POLR1E","Human (Adult)",1,3,0.333333333333333,"Human (Fetal)",1,3,0.333333333333333,"Both",1,1,1,1,0
"44093","POLR2A","Human (Adult)",1,10,0.1,"Human (Fetal)",1,10,0.1,"Both",1,1,1,1,0
"44094","POLR2B","Human (Adult)",1,13,0.0769230769230769,"Human (Fetal)",3,13,0.230769230769231,"Both",0.333333333333333,3,0.333333333333333,3,2
"44095","POLR2C","Human (Adult)",1,8,0.125,"Human (Fetal)",1,8,0.125,"Both",1,1,1,1,0
"44097","POLR2D","Human (Adult)",1,4,0.25,"Human (Fetal)",1,4,0.25,"Both",1,1,1,1,0
"44098","POLR2E","Human (Adult)",3,14,0.214285714285714,"Human (Fetal)",1,14,0.0714285714285714,"Both",3,0.333333333333333,3,0.333333333333333,2
"44099","POLR2F","Human (Adult)",2,15,0.133333333333333,"Human (Fetal)",1,15,0.0666666666666667,"Both",2,0.5,2,0.5,1
"44100","POLR2G","Human (Adult)",1,8,0.125,"Human (Fetal)",3,8,0.375,"Both",0.333333333333333,3,0.333333333333333,3,2
"44101","POLR2H","Human (Adult)",1,13,0.0769230769230769,"Human (Fetal)",1,13,0.0769230769230769,"Both",1,1,1,1,0
"44102","POLR2I","Human (Adult)",3,7,0.428571428571429,"Human (Fetal)",1,7,0.142857142857143,"Both",3,0.333333333333333,3,0.333333333333333,2
"44103","POLR2J","Human (Adult)",2,2,1,"Human (Fetal)",1,2,0.5,"Both",2,0.5,2,0.5,1
"44105","POLR2J3","Human (Adult)",3,21,0.142857142857143,"Human (Fetal)",2,21,0.0952380952380952,"Both",1.5,0.666666666666667,1.5,0.666666666666667,1
"44106","POLR2J4","Human (Adult)",3,4,0.75,"Human (Fetal)",3,4,0.75,"Both",1,1,1,1,0
"44107","POLR2K","Human (Adult)",1,3,0.333333333333333,"Human (Fetal)",1,3,0.333333333333333,"Both",1,1,1,1,0
"44112","POLR2M","Human (Adult)",1,9,0.111111111111111,"Human (Fetal)",3,9,0.333333333333333,"Both",0.333333333333333,3,0.333333333333333,3,2
"44115","POLR3C","Human (Adult)",1,6,0.166666666666667,"Human (Fetal)",2,6,0.333333333333333,"Both",0.5,2,0.5,2,1
"44116","POLR3D","Human (Adult)",1,5,0.2,"Human (Fetal)",2,5,0.4,"Both",0.5,2,0.5,2,1
"44118","POLR3E","Human (Adult)",1,19,0.0526315789473684,"Human (Fetal)",1,19,0.0526315789473684,"Both",1,1,1,1,0
"44119","POLR3F","Human (Adult)",2,6,0.333333333333333,"Human (Fetal)",2,6,0.333333333333333,"Both",1,1,1,1,0
"44121","POLR3GL","Human (Adult)",2,4,0.5,"Human (Fetal)",1,4,0.25,"Both",2,0.5,2,0.5,1
"44124","POLR3H","Human (Adult)",3,9,0.333333333333333,"Human (Fetal)",1,9,0.111111111111111,"Both",3,0.333333333333333,3,0.333333333333333,2
"44128","POLRMT","Human (Adult)",5,8,0.625,"Human (Fetal)",4,8,0.5,"Both",1.25,0.8,1.25,0.8,1
"44130","POM121","Human (Adult)",1,5,0.2,"Human (Fetal)",1,5,0.2,"Both",1,1,1,1,0
"44132","POM121C","Human (Adult)",1,8,0.125,"Human (Fetal)",1,8,0.125,"Both",1,1,1,1,0
"44146","POMGNT1","Human (Adult)",3,10,0.3,"Human (Fetal)",11,10,1.1,"Both",0.272727272727273,3.66666666666667,0.272727272727273,3.66666666666667,8
"44147","POMGNT2","Human (Adult)",2,2,1,"Human (Fetal)",2,2,1,"Both",1,1,1,1,0
"44149","POMP","Human (Adult)",1,2,0.5,"Human (Fetal)",1,2,0.5,"Both",1,1,1,1,0
"44150","POMT1","Human (Adult)",5,16,0.3125,"Human (Fetal)",3,16,0.1875,"Both",1.66666666666667,0.6,1.66666666666667,0.6,2
"44152","POMZP3","Human (Adult)",2,5,0.4,"Human (Fetal)",1,5,0.2,"Both",2,0.5,2,0.5,1
"44154","PON2","Human (Adult)",6,18,0.333333333333333,"Human (Fetal)",4,18,0.222222222222222,"Both",1.5,0.666666666666667,1.5,0.666666666666667,2
"44157","POP4","Human (Adult)",1,13,0.0769230769230769,"Human (Fetal)",1,13,0.0769230769230769,"Both",1,1,1,1,0
"44158","POP5","Human (Adult)",1,9,0.111111111111111,"Human (Fetal)",3,9,0.333333333333333,"Both",0.333333333333333,3,0.333333333333333,3,2
"44159","POP7","Human (Adult)",1,2,0.5,"Human (Fetal)",1,2,0.5,"Both",1,1,1,1,0
"44162","POR","Human (Adult)",2,24,0.0833333333333333,"Human (Fetal)",3,24,0.125,"Both",0.666666666666667,1.5,0.666666666666667,1.5,1
"44164","PORCN","Human (Adult)",4,14,0.285714285714286,"Human (Fetal)",1,14,0.0714285714285714,"Both",4,0.25,4,0.25,3
"44166","POT1","Human (Adult)",1,31,0.032258064516129,"Human (Fetal)",1,31,0.032258064516129,"Both",1,1,1,1,0
"44185","POU2F1","Human (Adult)",1,17,0.0588235294117647,"Human (Fetal)",2,17,0.117647058823529,"Both",0.5,2,0.5,2,1
"44204","POU6F2","Human (Adult)",1,10,0.1,"Human (Fetal)",1,10,0.1,"Both",1,1,1,1,0
"44208","PPA1","Human (Adult)",1,6,0.166666666666667,"Human (Fetal)",1,6,0.166666666666667,"Both",1,1,1,1,0
"44209","PPA2","Human (Adult)",6,22,0.272727272727273,"Human (Fetal)",1,22,0.0454545454545455,"Both",6,0.166666666666667,6,0.166666666666667,5
"44213","PPARD","Human (Adult)",2,5,0.4,"Human (Fetal)",1,5,0.2,"Both",2,0.5,2,0.5,1
"44217","PPAT","Human (Adult)",1,5,0.2,"Human (Fetal)",1,5,0.2,"Both",1,1,1,1,0
"44224","PPCS","Human (Adult)",2,8,0.25,"Human (Fetal)",2,8,0.25,"Both",1,1,1,1,0
"44225","PPDPF","Human (Adult)",3,4,0.75,"Human (Fetal)",2,4,0.5,"Both",1.5,0.666666666666667,1.5,0.666666666666667,1
"44231","PPFIA2","Human (Adult)",4,28,0.142857142857143,"Human (Fetal)",4,28,0.142857142857143,"Both",1,1,1,1,0
"44233","PPFIA3","Human (Adult)",2,13,0.153846153846154,"Human (Fetal)",1,13,0.0769230769230769,"Both",2,0.5,2,0.5,1
"44237","PPHLN1","Human (Adult)",4,26,0.153846153846154,"Human (Fetal)",4,26,0.153846153846154,"Both",1,1,1,1,0
"44238","PPIA","Human (Adult)",1,10,0.1,"Human (Fetal)",1,10,0.1,"Both",1,1,1,1,0
"44334","PPIB","Human (Adult)",1,3,0.333333333333333,"Human (Fetal)",1,3,0.333333333333333,"Both",1,1,1,1,0
"44336","PPID","Human (Adult)",2,3,0.666666666666667,"Human (Fetal)",1,3,0.333333333333333,"Both",2,0.5,2,0.5,1
"44337","PPIE","Human (Adult)",3,15,0.2,"Human (Fetal)",2,15,0.133333333333333,"Both",1.5,0.666666666666667,1.5,0.666666666666667,1
"44339","PPIF","Human (Adult)",1,5,0.2,"Human (Fetal)",1,5,0.2,"Both",1,1,1,1,0
"44340","PPIG","Human (Adult)",3,11,0.272727272727273,"Human (Fetal)",3,11,0.272727272727273,"Both",1,1,1,1,0
"44343","PPIL1","Human (Adult)",1,2,0.5,"Human (Fetal)",1,2,0.5,"Both",1,1,1,1,0
"44345","PPIL2","Human (Adult)",3,12,0.25,"Human (Fetal)",3,12,0.25,"Both",1,1,1,1,0
"44347","PPIL4","Human (Adult)",1,2,0.5,"Human (Fetal)",2,2,1,"Both",0.5,2,0.5,2,1
"44352","PPM1A","Human (Adult)",3,8,0.375,"Human (Fetal)",2,8,0.25,"Both",1.5,0.666666666666667,1.5,0.666666666666667,1
"44354","PPM1B","Human (Adult)",3,11,0.272727272727273,"Human (Fetal)",2,11,0.181818181818182,"Both",1.5,0.666666666666667,1.5,0.666666666666667,1
"44355","PPM1D","Human (Adult)",1,4,0.25,"Human (Fetal)",1,4,0.25,"Both",1,1,1,1,0
"44357","PPM1F","Human (Adult)",1,10,0.1,"Human (Fetal)",1,10,0.1,"Both",1,1,1,1,0
"44358","PPM1G","Human (Adult)",1,3,0.333333333333333,"Human (Fetal)",2,3,0.666666666666667,"Both",0.5,2,0.5,2,1
"44360","PPM1J","Human (Adult)",1,5,0.2,"Human (Fetal)",3,5,0.6,"Both",0.333333333333333,3,0.333333333333333,3,2
"44361","PPM1K","Human (Adult)",2,10,0.2,"Human (Fetal)",5,10,0.5,"Both",0.4,2.5,0.4,2.5,3
"44366","PPME1","Human (Adult)",2,9,0.222222222222222,"Human (Fetal)",2,9,0.222222222222222,"Both",1,1,1,1,0
"44367","PPOX","Human (Adult)",1,27,0.037037037037037,"Human (Fetal)",1,27,0.037037037037037,"Both",1,1,1,1,0
"44368","PPP1CA","Human (Adult)",4,11,0.363636363636364,"Human (Fetal)",4,11,0.363636363636364,"Both",1,1,1,1,0
"44369","PPP1CB","Human (Adult)",3,9,0.333333333333333,"Human (Fetal)",3,9,0.333333333333333,"Both",1,1,1,1,0
"44370","PPP1CC","Human (Adult)",2,11,0.181818181818182,"Human (Fetal)",2,11,0.181818181818182,"Both",1,1,1,1,0
"44376","PPP1R12A","Human (Adult)",6,23,0.260869565217391,"Human (Fetal)",6,23,0.260869565217391,"Both",1,1,1,1,0
"44382","PPP1R13B","Human (Adult)",1,18,0.0555555555555556,"Human (Fetal)",2,18,0.111111111111111,"Both",0.5,2,0.5,2,1
"44385","PPP1R14B","Human (Adult)",1,3,0.333333333333333,"Human (Fetal)",1,3,0.333333333333333,"Both",1,1,1,1,0
"44389","PPP1R14C","Human (Adult)",1,1,1,"Human (Fetal)",1,1,1,"Both",1,1,1,1,0
"44391","PPP1R15A","Human (Adult)",2,2,1,"Human (Fetal)",1,2,0.5,"Both",2,0.5,2,0.5,1
"44392","PPP1R15B","Human (Adult)",1,1,1,"Human (Fetal)",1,1,1,"Both",1,1,1,1,0
"44393","PPP1R16A","Human (Adult)",7,11,0.636363636363636,"Human (Fetal)",2,11,0.181818181818182,"Both",3.5,0.285714285714286,3.5,0.285714285714286,5
"44394","PPP1R16B","Human (Adult)",1,4,0.25,"Human (Fetal)",1,4,0.25,"Both",1,1,1,1,0
"44396","PPP1R18","Human (Adult)",1,6,0.166666666666667,"Human (Fetal)",1,6,0.166666666666667,"Both",1,1,1,1,0
"44397","PPP1R1A","Human (Adult)",1,4,0.25,"Human (Fetal)",1,4,0.25,"Both",1,1,1,1,0
"44400","PPP1R1B","Human (Adult)",3,10,0.3,"Human (Fetal)",3,10,0.3,"Both",1,1,1,1,0
"44402","PPP1R2","Human (Adult)",2,7,0.285714285714286,"Human (Fetal)",1,7,0.142857142857143,"Both",2,0.5,2,0.5,1
"44403","PPP1R21","Human (Adult)",3,9,0.333333333333333,"Human (Fetal)",3,9,0.333333333333333,"Both",1,1,1,1,0
"44404","PPP1R26","Human (Adult)",1,7,0.142857142857143,"Human (Fetal)",1,7,0.142857142857143,"Both",1,1,1,1,0
"44423","PPP1R37","Human (Adult)",2,9,0.222222222222222,"Human (Fetal)",1,9,0.111111111111111,"Both",2,0.5,2,0.5,1
"44426","PPP1R3C","Human (Adult)",1,1,1,"Human (Fetal)",1,1,1,"Both",1,1,1,1,0
"44429","PPP1R3F","Human (Adult)",1,6,0.166666666666667,"Human (Fetal)",1,6,0.166666666666667,"Both",1,1,1,1,0
"44432","PPP1R7","Human (Adult)",2,20,0.1,"Human (Fetal)",1,20,0.05,"Both",2,0.5,2,0.5,1
"44433","PPP1R8","Human (Adult)",1,5,0.2,"Human (Fetal)",1,5,0.2,"Both",1,1,1,1,0
"44436","PPP1R9B","Human (Adult)",2,2,1,"Human (Fetal)",1,2,0.5,"Both",2,0.5,2,0.5,1
"44437","PPP2CA","Human (Adult)",4,6,0.666666666666667,"Human (Fetal)",2,6,0.333333333333333,"Both",2,0.5,2,0.5,2
"44438","PPP2CB","Human (Adult)",1,10,0.1,"Human (Fetal)",1,10,0.1,"Both",1,1,1,1,0
"44439","PPP2R1A","Human (Adult)",4,12,0.333333333333333,"Human (Fetal)",2,12,0.166666666666667,"Both",2,0.5,2,0.5,2
"44440","PPP2R1B","Human (Adult)",2,12,0.166666666666667,"Human (Fetal)",1,12,0.0833333333333333,"Both",2,0.5,2,0.5,1
"44441","PPP2R2A","Human (Adult)",1,28,0.0357142857142857,"Human (Fetal)",1,28,0.0357142857142857,"Both",1,1,1,1,0
"44442","PPP2R2B","Human (Adult)",6,21,0.285714285714286,"Human (Fetal)",4,21,0.19047619047619,"Both",1.5,0.666666666666667,1.5,0.666666666666667,2
"44445","PPP2R2D","Human (Adult)",2,8,0.25,"Human (Fetal)",2,8,0.25,"Both",1,1,1,1,0
"44447","PPP2R3A","Human (Adult)",1,5,0.2,"Human (Fetal)",2,5,0.4,"Both",0.5,2,0.5,2,1
"44449","PPP2R3C","Human (Adult)",1,20,0.05,"Human (Fetal)",3,20,0.15,"Both",0.333333333333333,3,0.333333333333333,3,2
"44451","PPP2R5B","Human (Adult)",5,5,1,"Human (Fetal)",4,5,0.8,"Both",1.25,0.8,1.25,0.8,1
"44453","PPP2R5D","Human (Adult)",2,9,0.222222222222222,"Human (Fetal)",3,9,0.333333333333333,"Both",0.666666666666667,1.5,0.666666666666667,1.5,1
"44454","PPP2R5E","Human (Adult)",1,7,0.142857142857143,"Human (Fetal)",2,7,0.285714285714286,"Both",0.5,2,0.5,2,1
"44455","PPP3CA","Human (Adult)",2,9,0.222222222222222,"Human (Fetal)",1,9,0.111111111111111,"Both",2,0.5,2,0.5,1
"44456","PPP3CB","Human (Adult)",3,6,0.5,"Human (Fetal)",4,6,0.666666666666667,"Both",0.75,1.33333333333333,0.75,1.33333333333333,1
"44458","PPP3CC","Human (Adult)",1,8,0.125,"Human (Fetal)",4,8,0.5,"Both",0.25,4,0.25,4,3
"44459","PPP3R1","Human (Adult)",1,3,0.333333333333333,"Human (Fetal)",1,3,0.333333333333333,"Both",1,1,1,1,0
"44461","PPP4C","Human (Adult)",6,14,0.428571428571429,"Human (Fetal)",4,14,0.285714285714286,"Both",1.5,0.666666666666667,1.5,0.666666666666667,2
"44462","PPP4R1","Human (Adult)",1,29,0.0344827586206897,"Human (Fetal)",5,29,0.172413793103448,"Both",0.2,5,0.2,5,4
"44465","PPP4R2","Human (Adult)",2,7,0.285714285714286,"Human (Fetal)",3,7,0.428571428571429,"Both",0.666666666666667,1.5,0.666666666666667,1.5,1
"44467","PPP4R3A","Human (Adult)",2,12,0.166666666666667,"Human (Fetal)",1,12,0.0833333333333333,"Both",2,0.5,2,0.5,1
"44468","PPP4R3B","Human (Adult)",4,6,0.666666666666667,"Human (Fetal)",7,6,1.16666666666667,"Both",0.571428571428571,1.75,0.571428571428571,1.75,3
"44471","PPP5C","Human (Adult)",2,15,0.133333333333333,"Human (Fetal)",2,15,0.133333333333333,"Both",1,1,1,1,0
"44473","PPP6C","Human (Adult)",1,4,0.25,"Human (Fetal)",2,4,0.5,"Both",0.5,2,0.5,2,1
"44475","PPP6R2","Human (Adult)",5,9,0.555555555555556,"Human (Fetal)",3,9,0.333333333333333,"Both",1.66666666666667,0.6,1.66666666666667,0.6,2
"44478","PPRC1","Human (Adult)",1,6,0.166666666666667,"Human (Fetal)",2,6,0.333333333333333,"Both",0.5,2,0.5,2,1
"44479","PPT1","Human (Adult)",1,19,0.0526315789473684,"Human (Fetal)",1,19,0.0526315789473684,"Both",1,1,1,1,0
"44483","PPWD1","Human (Adult)",2,15,0.133333333333333,"Human (Fetal)",2,15,0.133333333333333,"Both",1,1,1,1,0
"44486","PQBP1","Human (Adult)",5,18,0.277777777777778,"Human (Fetal)",2,18,0.111111111111111,"Both",2.5,0.4,2.5,0.4,3
"44487","PQLC1","Human (Adult)",10,14,0.714285714285714,"Human (Fetal)",3,14,0.214285714285714,"Both",3.33333333333333,0.3,3.33333333333333,0.3,7
"44489","PQLC2","Human (Adult)",2,6,0.333333333333333,"Human (Fetal)",2,6,0.333333333333333,"Both",1,1,1,1,0
"44491","PQLC3","Human (Adult)",1,10,0.1,"Human (Fetal)",2,10,0.2,"Both",0.5,2,0.5,2,1
"44494","PRADC1","Human (Adult)",1,3,0.333333333333333,"Human (Fetal)",1,3,0.333333333333333,"Both",1,1,1,1,0
"44496","PRAF2","Human (Adult)",1,3,0.333333333333333,"Human (Fetal)",2,3,0.666666666666667,"Both",0.5,2,0.5,2,1
"44497","PRAG1","Human (Adult)",1,2,0.5,"Human (Fetal)",1,2,0.5,"Both",1,1,1,1,0
"44537","PRC1","Human (Adult)",2,19,0.105263157894737,"Human (Fetal)",3,19,0.157894736842105,"Both",0.666666666666667,1.5,0.666666666666667,1.5,1
"44539","PRC1-AS1_RCCD1","Human (Adult)",1,0,0,"Human (Fetal)",1,0,0,"Both",1,1,NA,NA,0
"44540","PRCC","Human (Adult)",1,7,0.142857142857143,"Human (Fetal)",2,7,0.285714285714286,"Both",0.5,2,0.5,2,1
"44542","PRCP","Human (Adult)",1,19,0.0526315789473684,"Human (Fetal)",2,19,0.105263157894737,"Both",0.5,2,0.5,2,1
"44552","PRDM2","Human (Adult)",4,14,0.285714285714286,"Human (Fetal)",2,14,0.142857142857143,"Both",2,0.5,2,0.5,2
"44553","PRDM4","Human (Adult)",2,6,0.333333333333333,"Human (Fetal)",1,6,0.166666666666667,"Both",2,0.5,2,0.5,1
"44557","PRDM8","Human (Adult)",2,10,0.2,"Human (Fetal)",1,10,0.1,"Both",2,0.5,2,0.5,1
"44559","PRDX1","Human (Adult)",1,6,0.166666666666667,"Human (Fetal)",1,6,0.166666666666667,"Both",1,1,1,1,0
"44561","PRDX2","Human (Adult)",2,6,0.333333333333333,"Human (Fetal)",1,6,0.166666666666667,"Both",2,0.5,2,0.5,1
"44566","PRDX3","Human (Adult)",2,3,0.666666666666667,"Human (Fetal)",1,3,0.333333333333333,"Both",2,0.5,2,0.5,1
"44571","PRDX4","Human (Adult)",1,5,0.2,"Human (Fetal)",1,5,0.2,"Both",1,1,1,1,0
"44573","PRDX5","Human (Adult)",3,3,1,"Human (Fetal)",1,3,0.333333333333333,"Both",3,0.333333333333333,3,0.333333333333333,2
"44574","PRDX6","Human (Adult)",1,3,0.333333333333333,"Human (Fetal)",2,3,0.666666666666667,"Both",0.5,2,0.5,2,1
"44575","PREB","Human (Adult)",4,9,0.444444444444444,"Human (Fetal)",5,9,0.555555555555556,"Both",0.8,1.25,0.8,1.25,1
"44576","PRELID1","Human (Adult)",2,8,0.25,"Human (Fetal)",2,8,0.25,"Both",1,1,1,1,0
"44584","PRELID3B","Human (Adult)",1,4,0.25,"Human (Fetal)",1,4,0.25,"Both",1,1,1,1,0
"44596","PREP","Human (Adult)",2,3,0.666666666666667,"Human (Fetal)",2,3,0.666666666666667,"Both",1,1,1,1,0
"44597","PREPL","Human (Adult)",5,16,0.3125,"Human (Fetal)",4,16,0.25,"Both",1.25,0.8,1.25,0.8,1
"44598","PREX1","Human (Adult)",1,4,0.25,"Human (Fetal)",1,4,0.25,"Both",1,1,1,1,0
"44617","PRKAA1","Human (Adult)",1,9,0.111111111111111,"Human (Fetal)",1,9,0.111111111111111,"Both",1,1,1,1,0
"44619","PRKAB1","Human (Adult)",1,10,0.1,"Human (Fetal)",3,10,0.3,"Both",0.333333333333333,3,0.333333333333333,3,2
"44620","PRKAB2","Human (Adult)",1,3,0.333333333333333,"Human (Fetal)",1,3,0.333333333333333,"Both",1,1,1,1,0
"44622","PRKACB","Human (Adult)",3,19,0.157894736842105,"Human (Fetal)",5,19,0.263157894736842,"Both",0.6,1.66666666666667,0.6,1.66666666666667,2
"44624","PRKAG1","Human (Adult)",2,20,0.1,"Human (Fetal)",2,20,0.1,"Both",1,1,1,1,0
"44625","PRKAG2","Human (Adult)",3,36,0.0833333333333333,"Human (Fetal)",2,36,0.0555555555555556,"Both",1.5,0.666666666666667,1.5,0.666666666666667,1
"44628","PRKAR1A","Human (Adult)",5,21,0.238095238095238,"Human (Fetal)",3,21,0.142857142857143,"Both",1.66666666666667,0.6,1.66666666666667,0.6,2
"44630","PRKAR1B","Human (Adult)",11,12,0.916666666666667,"Human (Fetal)",2,12,0.166666666666667,"Both",5.5,0.181818181818182,5.5,0.181818181818182,9
"44633","PRKAR2B","Human (Adult)",1,3,0.333333333333333,"Human (Fetal)",1,3,0.333333333333333,"Both",1,1,1,1,0
"44638","PRKCE","Human (Adult)",1,15,0.0666666666666667,"Human (Fetal)",1,15,0.0666666666666667,"Both",1,1,1,1,0
"44639","PRKCG","Human (Adult)",3,4,0.75,"Human (Fetal)",1,4,0.25,"Both",3,0.333333333333333,3,0.333333333333333,2
"44641","PRKCI","Human (Adult)",1,7,0.142857142857143,"Human (Fetal)",1,7,0.142857142857143,"Both",1,1,1,1,0
"44644","PRKCSH","Human (Adult)",6,20,0.3,"Human (Fetal)",4,20,0.2,"Both",1.5,0.666666666666667,1.5,0.666666666666667,2
"44645","PRKCZ","Human (Adult)",5,26,0.192307692307692,"Human (Fetal)",1,26,0.0384615384615385,"Both",5,0.2,5,0.2,4
"44648","PRKD2","Human (Adult)",1,17,0.0588235294117647,"Human (Fetal)",1,17,0.0588235294117647,"Both",1,1,1,1,0
"44650","PRKDC","Human (Adult)",3,11,0.272727272727273,"Human (Fetal)",1,11,0.0909090909090909,"Both",3,0.333333333333333,3,0.333333333333333,2
"44655","PRKRA","Human (Adult)",1,12,0.0833333333333333,"Human (Fetal)",2,12,0.166666666666667,"Both",0.5,2,0.5,2,1
"44657","PRKRIP1","Human (Adult)",3,8,0.375,"Human (Fetal)",2,8,0.25,"Both",1.5,0.666666666666667,1.5,0.666666666666667,1
"44669","PRMT1","Human (Adult)",2,21,0.0952380952380952,"Human (Fetal)",2,21,0.0952380952380952,"Both",1,1,1,1,0
"44671","PRMT2","Human (Adult)",6,16,0.375,"Human (Fetal)",7,16,0.4375,"Both",0.857142857142857,1.16666666666667,0.857142857142857,1.16666666666667,1
"44672","PRMT3","Human (Adult)",1,6,0.166666666666667,"Human (Fetal)",1,6,0.166666666666667,"Both",1,1,1,1,0
"44673","PRMT5","Human (Adult)",1,28,0.0357142857142857,"Human (Fetal)",3,28,0.107142857142857,"Both",0.333333333333333,3,0.333333333333333,3,2
"44677","PRMT7","Human (Adult)",4,27,0.148148148148148,"Human (Fetal)",1,27,0.037037037037037,"Both",4,0.25,4,0.25,3
"44679","PRMT9","Human (Adult)",1,4,0.25,"Human (Fetal)",1,4,0.25,"Both",1,1,1,1,0
"44682","PRNP","Human (Adult)",2,4,0.5,"Human (Fetal)",1,4,0.25,"Both",2,0.5,2,0.5,1
