"","associated_gene","Human (Adult)","Human (Adult)_Detected_Num_Isoseq","Human (Adult)_Known_Num_Gencode","Human (Adult)_Normalised","Human (Fetal)","Human (Fetal)_Detected_Num_Isoseq","Human (Fetal)_Known_Num_Gencode","Human (Fetal)_Normalised","Detected","isoseq_comparison_Human (Adult)vsHuman (Fetal)","isoseq_comparison_Human (Fetal)vsHuman (Adult)","isoseq_comparison_normalisedHuman (Adult)vsHuman (Fetal)","isoseq_comparison_normalisedHuman (Fetal)vsHuman (Adult)","isoseq_comparison_diff"
"39532","MRPL18","Human (Adult)",2,4,0.5,"Human (Fetal)",1,4,0.25,"Both",2,0.5,2,0.5,1
"39533","MRPL19","Human (Adult)",1,7,0.142857142857143,"Human (Fetal)",1,7,0.142857142857143,"Both",1,1,1,1,0
"39535","MRPL20","Human (Adult)",2,6,0.333333333333333,"Human (Fetal)",1,6,0.166666666666667,"Both",2,0.5,2,0.5,1
"39536","MRPL20-AS1","Human (Adult)",2,9,0.222222222222222,"Human (Fetal)",3,9,0.333333333333333,"Both",0.666666666666667,1.5,0.666666666666667,1.5,1
"39538","MRPL21","Human (Adult)",1,8,0.125,"Human (Fetal)",1,8,0.125,"Both",1,1,1,1,0
"39539","MRPL22","Human (Adult)",1,7,0.142857142857143,"Human (Fetal)",1,7,0.142857142857143,"Both",1,1,1,1,0
"39543","MRPL24","Human (Adult)",2,6,0.333333333333333,"Human (Fetal)",1,6,0.166666666666667,"Both",2,0.5,2,0.5,1
"39544","MRPL27","Human (Adult)",2,7,0.285714285714286,"Human (Fetal)",2,7,0.285714285714286,"Both",1,1,1,1,0
"39545","MRPL28","Human (Adult)",3,11,0.272727272727273,"Human (Fetal)",1,11,0.0909090909090909,"Both",3,0.333333333333333,3,0.333333333333333,2
"39547","MRPL3","Human (Adult)",1,10,0.1,"Human (Fetal)",1,10,0.1,"Both",1,1,1,1,0
"39548","MRPL30","Human (Adult)",1,5,0.2,"Human (Fetal)",1,5,0.2,"Both",1,1,1,1,0
"39550","MRPL32","Human (Adult)",3,4,0.75,"Human (Fetal)",2,4,0.5,"Both",1.5,0.666666666666667,1.5,0.666666666666667,1
"39554","MRPL35","Human (Adult)",1,4,0.25,"Human (Fetal)",1,4,0.25,"Both",1,1,1,1,0
"39559","MRPL36","Human (Adult)",1,5,0.2,"Human (Fetal)",1,5,0.2,"Both",1,1,1,1,0
"39560","MRPL37","Human (Adult)",2,6,0.333333333333333,"Human (Fetal)",1,6,0.166666666666667,"Both",2,0.5,2,0.5,1
"39562","MRPL38","Human (Adult)",4,17,0.235294117647059,"Human (Fetal)",6,17,0.352941176470588,"Both",0.666666666666667,1.5,0.666666666666667,1.5,2
"39563","MRPL39","Human (Adult)",1,3,0.333333333333333,"Human (Fetal)",2,3,0.666666666666667,"Both",0.5,2,0.5,2,1
"39566","MRPL4","Human (Adult)",2,11,0.181818181818182,"Human (Fetal)",2,11,0.181818181818182,"Both",1,1,1,1,0
"39567","MRPL40","Human (Adult)",1,3,0.333333333333333,"Human (Fetal)",1,3,0.333333333333333,"Both",1,1,1,1,0
"39569","MRPL41","Human (Adult)",1,1,1,"Human (Fetal)",1,1,1,"Both",1,1,1,1,0
"39570","MRPL42","Human (Adult)",2,10,0.2,"Human (Fetal)",1,10,0.1,"Both",2,0.5,2,0.5,1
"39575","MRPL43","Human (Adult)",1,14,0.0714285714285714,"Human (Fetal)",1,14,0.0714285714285714,"Both",1,1,1,1,0
"39576","MRPL44","Human (Adult)",1,1,1,"Human (Fetal)",1,1,1,"Both",1,1,1,1,0
"39581","MRPL47","Human (Adult)",1,3,0.333333333333333,"Human (Fetal)",1,3,0.333333333333333,"Both",1,1,1,1,0
"39582","MRPL48","Human (Adult)",2,14,0.142857142857143,"Human (Fetal)",1,14,0.0714285714285714,"Both",2,0.5,2,0.5,1
"39584","MRPL49","Human (Adult)",1,9,0.111111111111111,"Human (Fetal)",4,9,0.444444444444444,"Both",0.25,4,0.25,4,3
"39587","MRPL50","Human (Adult)",1,1,1,"Human (Fetal)",1,1,1,"Both",1,1,1,1,0
"39591","MRPL51","Human (Adult)",1,7,0.142857142857143,"Human (Fetal)",1,7,0.142857142857143,"Both",1,1,1,1,0
"39594","MRPL53","Human (Adult)",1,4,0.25,"Human (Fetal)",1,4,0.25,"Both",1,1,1,1,0
"39597","MRPL55","Human (Adult)",13,34,0.382352941176471,"Human (Fetal)",4,34,0.117647058823529,"Both",3.25,0.307692307692308,3.25,0.307692307692308,9
"39598","MRPL57","Human (Adult)",1,1,1,"Human (Fetal)",1,1,1,"Both",1,1,1,1,0
"39605","MRPL9","Human (Adult)",1,11,0.0909090909090909,"Human (Fetal)",2,11,0.181818181818182,"Both",0.5,2,0.5,2,1
"39607","MRPS10","Human (Adult)",1,1,1,"Human (Fetal)",2,1,2,"Both",0.5,2,0.5,2,1
"39610","MRPS11","Human (Adult)",1,11,0.0909090909090909,"Human (Fetal)",1,11,0.0909090909090909,"Both",1,1,1,1,0
"39612","MRPS12","Human (Adult)",1,4,0.25,"Human (Fetal)",1,4,0.25,"Both",1,1,1,1,0
"39613","MRPS14","Human (Adult)",2,3,0.666666666666667,"Human (Fetal)",1,3,0.333333333333333,"Both",2,0.5,2,0.5,1
"39614","MRPS15","Human (Adult)",1,4,0.25,"Human (Fetal)",1,4,0.25,"Both",1,1,1,1,0
"39616","MRPS16","Human (Adult)",2,5,0.4,"Human (Fetal)",1,5,0.2,"Both",2,0.5,2,0.5,1
"39620","MRPS17","Human (Adult)",1,2,0.5,"Human (Fetal)",1,2,0.5,"Both",1,1,1,1,0
"39625","MRPS18A","Human (Adult)",1,3,0.333333333333333,"Human (Fetal)",1,3,0.333333333333333,"Both",1,1,1,1,0
"39630","MRPS18C","Human (Adult)",1,9,0.111111111111111,"Human (Fetal)",2,9,0.222222222222222,"Both",0.5,2,0.5,2,1
"39633","MRPS2","Human (Adult)",1,8,0.125,"Human (Fetal)",1,8,0.125,"Both",1,1,1,1,0
"39634","MRPS21","Human (Adult)",2,2,1,"Human (Fetal)",2,2,1,"Both",1,1,1,1,0
"39644","MRPS23","Human (Adult)",1,4,0.25,"Human (Fetal)",1,4,0.25,"Both",1,1,1,1,0
"39646","MRPS25","Human (Adult)",1,7,0.142857142857143,"Human (Fetal)",2,7,0.285714285714286,"Both",0.5,2,0.5,2,1
"39647","MRPS26","Human (Adult)",2,1,2,"Human (Fetal)",1,1,1,"Both",2,0.5,2,0.5,1
"39648","MRPS27","Human (Adult)",2,16,0.125,"Human (Fetal)",3,16,0.1875,"Both",0.666666666666667,1.5,0.666666666666667,1.5,1
"39649","MRPS28","Human (Adult)",2,9,0.222222222222222,"Human (Fetal)",1,9,0.111111111111111,"Both",2,0.5,2,0.5,1
"39650","MRPS30","Human (Adult)",1,4,0.25,"Human (Fetal)",1,4,0.25,"Both",1,1,1,1,0
"39652","MRPS31","Human (Adult)",1,4,0.25,"Human (Fetal)",1,4,0.25,"Both",1,1,1,1,0
"39662","MRPS34","Human (Adult)",2,3,0.666666666666667,"Human (Fetal)",1,3,0.333333333333333,"Both",2,0.5,2,0.5,1
"39663","MRPS35","Human (Adult)",1,5,0.2,"Human (Fetal)",3,5,0.6,"Both",0.333333333333333,3,0.333333333333333,3,2
"39672","MRPS5","Human (Adult)",1,8,0.125,"Human (Fetal)",2,8,0.25,"Both",0.5,2,0.5,2,1
"39675","MRPS6","Human (Adult)",1,5,0.2,"Human (Fetal)",1,5,0.2,"Both",1,1,1,1,0
"39678","MRPS7","Human (Adult)",2,7,0.285714285714286,"Human (Fetal)",2,7,0.285714285714286,"Both",1,1,1,1,0
"39679","MRPS9","Human (Adult)",2,3,0.666666666666667,"Human (Fetal)",1,3,0.333333333333333,"Both",2,0.5,2,0.5,1
"39680","MRRF","Human (Adult)",2,12,0.166666666666667,"Human (Fetal)",1,12,0.0833333333333333,"Both",2,0.5,2,0.5,1
"39682","MRS2","Human (Adult)",2,6,0.333333333333333,"Human (Fetal)",3,6,0.5,"Both",0.666666666666667,1.5,0.666666666666667,1.5,1
"39683","MRTFA","Human (Adult)",3,18,0.166666666666667,"Human (Fetal)",2,18,0.111111111111111,"Both",1.5,0.666666666666667,1.5,0.666666666666667,1
"39685","MRTFB","Human (Adult)",1,13,0.0769230769230769,"Human (Fetal)",1,13,0.0769230769230769,"Both",1,1,1,1,0
"39687","MRTO4","Human (Adult)",2,3,0.666666666666667,"Human (Fetal)",1,3,0.333333333333333,"Both",2,0.5,2,0.5,1
"39706","MSANTD2","Human (Adult)",2,8,0.25,"Human (Fetal)",2,8,0.25,"Both",1,1,1,1,0
"39708","MSANTD3","Human (Adult)",1,7,0.142857142857143,"Human (Fetal)",2,7,0.285714285714286,"Both",0.5,2,0.5,2,1
"39709","MSANTD3-TMEFF1","Human (Adult)",2,1,2,"Human (Fetal)",1,1,1,"Both",2,0.5,2,0.5,1
"39710","MSANTD4","Human (Adult)",1,6,0.166666666666667,"Human (Fetal)",3,6,0.5,"Both",0.333333333333333,3,0.333333333333333,3,2
"39714","MSH2","Human (Adult)",1,10,0.1,"Human (Fetal)",2,10,0.2,"Both",0.5,2,0.5,2,1
"39719","MSH6","Human (Adult)",1,15,0.0666666666666667,"Human (Fetal)",1,15,0.0666666666666667,"Both",1,1,1,1,0
"39720","MSI1","Human (Adult)",1,3,0.333333333333333,"Human (Fetal)",3,3,1,"Both",0.333333333333333,3,0.333333333333333,3,2
"39722","MSL1","Human (Adult)",3,11,0.272727272727273,"Human (Fetal)",1,11,0.0909090909090909,"Both",3,0.333333333333333,3,0.333333333333333,2
"39724","MSL3","Human (Adult)",2,50,0.04,"Human (Fetal)",2,50,0.04,"Both",1,1,1,1,0
"39725","MSL3P1","Human (Adult)",1,2,0.5,"Human (Fetal)",1,2,0.5,"Both",1,1,1,1,0
"39729","MSMO1","Human (Adult)",4,5,0.8,"Human (Fetal)",4,5,0.8,"Both",1,1,1,1,0
"39731","MSN","Human (Adult)",1,6,0.166666666666667,"Human (Fetal)",1,6,0.166666666666667,"Both",1,1,1,1,0
"39734","MSRA","Human (Adult)",1,10,0.1,"Human (Fetal)",3,10,0.3,"Both",0.333333333333333,3,0.333333333333333,3,2
"39735","MSRB1","Human (Adult)",1,6,0.166666666666667,"Human (Fetal)",1,6,0.166666666666667,"Both",1,1,1,1,0
"39752","MT-CO1","Human (Adult)",1,1,1,"Human (Fetal)",1,1,1,"Both",1,1,1,1,0
"39754","MT-CO3","Human (Adult)",1,1,1,"Human (Fetal)",1,1,1,"Both",1,1,1,1,0
"39759","MT-ND4","Human (Adult)",1,1,1,"Human (Fetal)",1,1,1,"Both",1,1,1,1,0
"39761","MT-ND5","Human (Adult)",1,1,1,"Human (Fetal)",1,1,1,"Both",1,1,1,1,0
"39764","MT-RNR2","Human (Adult)",1,1,1,"Human (Fetal)",1,1,1,"Both",1,1,1,1,0
"39807","MTA1","Human (Adult)",4,20,0.2,"Human (Fetal)",6,20,0.3,"Both",0.666666666666667,1.5,0.666666666666667,1.5,2
"39808","MTA2","Human (Adult)",1,7,0.142857142857143,"Human (Fetal)",1,7,0.142857142857143,"Both",1,1,1,1,0
"39809","MTA3","Human (Adult)",1,19,0.0526315789473684,"Human (Fetal)",2,19,0.105263157894737,"Both",0.5,2,0.5,2,1
"39810","MTAP","Human (Adult)",1,13,0.0769230769230769,"Human (Fetal)",1,13,0.0769230769230769,"Both",1,1,1,1,0
"39841","MTCH1","Human (Adult)",6,6,1,"Human (Fetal)",4,6,0.666666666666667,"Both",1.5,0.666666666666667,1.5,0.666666666666667,2
"39842","MTCH2","Human (Adult)",2,6,0.333333333333333,"Human (Fetal)",3,6,0.5,"Both",0.666666666666667,1.5,0.666666666666667,1.5,1
"39998","MTDH","Human (Adult)",3,6,0.5,"Human (Fetal)",2,6,0.333333333333333,"Both",1.5,0.666666666666667,1.5,0.666666666666667,1
"40004","MTERF1","Human (Adult)",1,8,0.125,"Human (Fetal)",3,8,0.375,"Both",0.333333333333333,3,0.333333333333333,3,2
"40005","MTERF2","Human (Adult)",2,7,0.285714285714286,"Human (Fetal)",3,7,0.428571428571429,"Both",0.666666666666667,1.5,0.666666666666667,1.5,1
"40007","MTERF4","Human (Adult)",2,22,0.0909090909090909,"Human (Fetal)",1,22,0.0454545454545455,"Both",2,0.5,2,0.5,1
"40009","MTF2","Human (Adult)",1,14,0.0714285714285714,"Human (Fetal)",4,14,0.285714285714286,"Both",0.25,4,0.25,4,3
"40010","MTFMT","Human (Adult)",1,7,0.142857142857143,"Human (Fetal)",1,7,0.142857142857143,"Both",1,1,1,1,0
"40011","MTFP1","Human (Adult)",1,6,0.166666666666667,"Human (Fetal)",1,6,0.166666666666667,"Both",1,1,1,1,0
"40012","MTFR1","Human (Adult)",1,15,0.0666666666666667,"Human (Fetal)",2,15,0.133333333333333,"Both",0.5,2,0.5,2,1
"40013","MTFR1L","Human (Adult)",6,23,0.260869565217391,"Human (Fetal)",7,23,0.304347826086957,"Both",0.857142857142857,1.16666666666667,0.857142857142857,1.16666666666667,1
"40015","MTG1","Human (Adult)",2,8,0.25,"Human (Fetal)",1,8,0.125,"Both",2,0.5,2,0.5,1
"40016","MTG2","Human (Adult)",1,10,0.1,"Human (Fetal)",1,10,0.1,"Both",1,1,1,1,0
"40017","MTHFD1","Human (Adult)",2,22,0.0909090909090909,"Human (Fetal)",1,22,0.0454545454545455,"Both",2,0.5,2,0.5,1
"40018","MTHFD1L","Human (Adult)",1,12,0.0833333333333333,"Human (Fetal)",1,12,0.0833333333333333,"Both",1,1,1,1,0
"40020","MTHFD2","Human (Adult)",1,8,0.125,"Human (Fetal)",1,8,0.125,"Both",1,1,1,1,0
"40021","MTHFD2L","Human (Adult)",1,15,0.0666666666666667,"Human (Fetal)",2,15,0.133333333333333,"Both",0.5,2,0.5,2,1
"40031","MTHFSD","Human (Adult)",3,20,0.15,"Human (Fetal)",1,20,0.05,"Both",3,0.333333333333333,3,0.333333333333333,2
"40032","MTIF2","Human (Adult)",1,12,0.0833333333333333,"Human (Fetal)",1,12,0.0833333333333333,"Both",1,1,1,1,0
"40034","MTIF3","Human (Adult)",2,12,0.166666666666667,"Human (Fetal)",1,12,0.0833333333333333,"Both",2,0.5,2,0.5,1
"40039","MTMR11","Human (Adult)",1,10,0.1,"Human (Fetal)",1,10,0.1,"Both",1,1,1,1,0
"40041","MTMR14","Human (Adult)",4,13,0.307692307692308,"Human (Fetal)",3,13,0.230769230769231,"Both",1.33333333333333,0.75,1.33333333333333,0.75,1
"40042","MTMR2","Human (Adult)",2,15,0.133333333333333,"Human (Fetal)",4,15,0.266666666666667,"Both",0.5,2,0.5,2,2
"40044","MTMR4","Human (Adult)",3,10,0.3,"Human (Fetal)",5,10,0.5,"Both",0.6,1.66666666666667,0.6,1.66666666666667,2
"40045","MTMR6","Human (Adult)",1,2,0.5,"Human (Fetal)",1,2,0.5,"Both",1,1,1,1,0
"40046","MTMR7","Human (Adult)",1,9,0.111111111111111,"Human (Fetal)",1,9,0.111111111111111,"Both",1,1,1,1,0
"40048","MTMR9","Human (Adult)",2,4,0.5,"Human (Fetal)",1,4,0.25,"Both",2,0.5,2,0.5,1
"40267","MTO1","Human (Adult)",1,19,0.0526315789473684,"Human (Fetal)",1,19,0.0526315789473684,"Both",1,1,1,1,0
"40268","MTOR","Human (Adult)",1,7,0.142857142857143,"Human (Fetal)",1,7,0.142857142857143,"Both",1,1,1,1,0
"40271","MTPN","Human (Adult)",1,2,0.5,"Human (Fetal)",1,2,0.5,"Both",1,1,1,1,0
"40273","MTREX","Human (Adult)",1,9,0.111111111111111,"Human (Fetal)",1,9,0.111111111111111,"Both",1,1,1,1,0
"40291","MTRR","Human (Adult)",1,25,0.04,"Human (Fetal)",2,25,0.08,"Both",0.5,2,0.5,2,1
"40292","MTSS1","Human (Adult)",1,18,0.0555555555555556,"Human (Fetal)",4,18,0.222222222222222,"Both",0.25,4,0.25,4,3
"40293","MTSS2","Human (Adult)",2,4,0.5,"Human (Fetal)",1,4,0.25,"Both",2,0.5,2,0.5,1
"40296","MTUS1","Human (Adult)",2,29,0.0689655172413793,"Human (Fetal)",2,29,0.0689655172413793,"Both",1,1,1,1,0
"40300","MTX1","Human (Adult)",2,7,0.285714285714286,"Human (Fetal)",1,7,0.142857142857143,"Both",2,0.5,2,0.5,1
"40302","MTX2","Human (Adult)",2,5,0.4,"Human (Fetal)",1,5,0.2,"Both",2,0.5,2,0.5,1
"40326","MUL1","Human (Adult)",2,1,2,"Human (Fetal)",1,1,1,"Both",2,0.5,2,0.5,1
"40328","MUS81","Human (Adult)",2,17,0.117647058823529,"Human (Fetal)",5,17,0.294117647058824,"Both",0.4,2.5,0.4,2.5,3
"40331","MUTYH","Human (Adult)",1,39,0.0256410256410256,"Human (Fetal)",1,39,0.0256410256410256,"Both",1,1,1,1,0
"40332","MVB12A","Human (Adult)",1,14,0.0714285714285714,"Human (Fetal)",1,14,0.0714285714285714,"Both",1,1,1,1,0
"40333","MVB12B","Human (Adult)",1,6,0.166666666666667,"Human (Fetal)",1,6,0.166666666666667,"Both",1,1,1,1,0
"40334","MVD","Human (Adult)",3,17,0.176470588235294,"Human (Fetal)",6,17,0.352941176470588,"Both",0.5,2,0.5,2,3
"40335","MVK","Human (Adult)",4,17,0.235294117647059,"Human (Fetal)",2,17,0.117647058823529,"Both",2,0.5,2,0.5,2
"40336","MVP","Human (Adult)",1,19,0.0526315789473684,"Human (Fetal)",1,19,0.0526315789473684,"Both",1,1,1,1,0
"40339","MXD1","Human (Adult)",1,6,0.166666666666667,"Human (Fetal)",1,6,0.166666666666667,"Both",1,1,1,1,0
"40341","MXD4","Human (Adult)",2,5,0.4,"Human (Fetal)",2,5,0.4,"Both",1,1,1,1,0
"40342","MXI1","Human (Adult)",4,38,0.105263157894737,"Human (Fetal)",2,38,0.0526315789473684,"Both",2,0.5,2,0.5,2
"40346","MXRA8","Human (Adult)",2,10,0.2,"Human (Fetal)",2,10,0.2,"Both",1,1,1,1,0
"40347","MYADM","Human (Adult)",2,11,0.181818181818182,"Human (Fetal)",1,11,0.0909090909090909,"Both",2,0.5,2,0.5,1
"40352","MYBBP1A","Human (Adult)",4,13,0.307692307692308,"Human (Fetal)",2,13,0.153846153846154,"Both",2,0.5,2,0.5,2
"40360","MYC","Human (Adult)",1,12,0.0833333333333333,"Human (Fetal)",2,12,0.166666666666667,"Both",0.5,2,0.5,2,1
"40362","MYCBP2","Human (Adult)",2,12,0.166666666666667,"Human (Fetal)",3,12,0.25,"Both",0.666666666666667,1.5,0.666666666666667,1.5,1
"40369","MYCN","Human (Adult)",1,2,0.5,"Human (Fetal)",1,2,0.5,"Both",1,1,1,1,0
"40373","MYD88","Human (Adult)",1,18,0.0555555555555556,"Human (Fetal)",3,18,0.166666666666667,"Both",0.333333333333333,3,0.333333333333333,3,2
"40374","MYDGF","Human (Adult)",1,4,0.25,"Human (Fetal)",1,4,0.25,"Both",1,1,1,1,0
"40375","MYEF2","Human (Adult)",1,17,0.0588235294117647,"Human (Fetal)",3,17,0.176470588235294,"Both",0.333333333333333,3,0.333333333333333,3,2
"40380","MYH10","Human (Adult)",4,11,0.363636363636364,"Human (Fetal)",2,11,0.181818181818182,"Both",2,0.5,2,0.5,2
"40393","MYH9","Human (Adult)",1,11,0.0909090909090909,"Human (Fetal)",1,11,0.0909090909090909,"Both",1,1,1,1,0
"40397","MYL12A","Human (Adult)",1,12,0.0833333333333333,"Human (Fetal)",1,12,0.0833333333333333,"Both",1,1,1,1,0
"40399","MYL12B","Human (Adult)",1,5,0.2,"Human (Fetal)",1,5,0.2,"Both",1,1,1,1,0
"40406","MYL6","Human (Adult)",3,21,0.142857142857143,"Human (Fetal)",4,21,0.19047619047619,"Both",0.75,1.33333333333333,0.75,1.33333333333333,1
"40407","MYL6B","Human (Adult)",2,11,0.181818181818182,"Human (Fetal)",2,11,0.181818181818182,"Both",1,1,1,1,0
"40428","MYNN","Human (Adult)",2,5,0.4,"Human (Fetal)",2,5,0.4,"Both",1,1,1,1,0
"40429","MYO10","Human (Adult)",2,12,0.166666666666667,"Human (Fetal)",1,12,0.0833333333333333,"Both",2,0.5,2,0.5,1
"40435","MYO18A","Human (Adult)",4,24,0.166666666666667,"Human (Fetal)",1,24,0.0416666666666667,"Both",4,0.25,4,0.25,3
"40455","MYO6","Human (Adult)",4,16,0.25,"Human (Fetal)",3,16,0.1875,"Both",1.33333333333333,0.75,1.33333333333333,0.75,1
"40458","MYO9A","Human (Adult)",3,21,0.142857142857143,"Human (Fetal)",2,21,0.0952380952380952,"Both",1.5,0.666666666666667,1.5,0.666666666666667,1
"40459","MYO9B","Human (Adult)",2,19,0.105263157894737,"Human (Fetal)",1,19,0.0526315789473684,"Both",2,0.5,2,0.5,1
"40476","MYPOP","Human (Adult)",2,1,2,"Human (Fetal)",1,1,1,"Both",2,0.5,2,0.5,1
"40482","MYT1L","Human (Adult)",2,69,0.0289855072463768,"Human (Fetal)",3,69,0.0434782608695652,"Both",0.666666666666667,1.5,0.666666666666667,1.5,1
"40486","MZF1","Human (Adult)",5,8,0.625,"Human (Fetal)",1,8,0.125,"Both",5,0.2,5,0.2,4
"40488","MZT1","Human (Adult)",1,1,1,"Human (Fetal)",1,1,1,"Both",1,1,1,1,0
"40491","MZT2A","Human (Adult)",2,6,0.333333333333333,"Human (Fetal)",1,6,0.166666666666667,"Both",2,0.5,2,0.5,1
"40492","MZT2B","Human (Adult)",2,9,0.222222222222222,"Human (Fetal)",1,9,0.111111111111111,"Both",2,0.5,2,0.5,1
"40495","N4BP2L2","Human (Adult)",5,15,0.333333333333333,"Human (Fetal)",5,15,0.333333333333333,"Both",1,1,1,1,0
"40498","N6AMT1","Human (Adult)",1,3,0.333333333333333,"Human (Fetal)",2,3,0.666666666666667,"Both",0.5,2,0.5,2,1
"40499","NAA10","Human (Adult)",4,16,0.25,"Human (Fetal)",1,16,0.0625,"Both",4,0.25,4,0.25,3
"40501","NAA15","Human (Adult)",2,8,0.25,"Human (Fetal)",1,8,0.125,"Both",2,0.5,2,0.5,1
"40502","NAA16","Human (Adult)",1,11,0.0909090909090909,"Human (Fetal)",2,11,0.181818181818182,"Both",0.5,2,0.5,2,1
"40503","NAA20","Human (Adult)",1,7,0.142857142857143,"Human (Fetal)",1,7,0.142857142857143,"Both",1,1,1,1,0
"40504","NAA25","Human (Adult)",3,8,0.375,"Human (Fetal)",2,8,0.25,"Both",1.5,0.666666666666667,1.5,0.666666666666667,1
"40505","NAA30","Human (Adult)",3,4,0.75,"Human (Fetal)",4,4,1,"Both",0.75,1.33333333333333,0.75,1.33333333333333,1
"40506","NAA35","Human (Adult)",1,3,0.333333333333333,"Human (Fetal)",1,3,0.333333333333333,"Both",1,1,1,1,0
"40507","NAA38","Human (Adult)",4,7,0.571428571428571,"Human (Fetal)",1,7,0.142857142857143,"Both",4,0.25,4,0.25,3
"40508","NAA40","Human (Adult)",1,10,0.1,"Human (Fetal)",2,10,0.2,"Both",0.5,2,0.5,2,1
"40509","NAA50","Human (Adult)",1,11,0.0909090909090909,"Human (Fetal)",1,11,0.0909090909090909,"Both",1,1,1,1,0
"40510","NAA60","Human (Adult)",4,40,0.1,"Human (Fetal)",5,40,0.125,"Both",0.8,1.25,0.8,1.25,1
"40511","NAA80","Human (Adult)",3,7,0.428571428571429,"Human (Fetal)",1,7,0.142857142857143,"Both",3,0.333333333333333,3,0.333333333333333,2
"40512","NAAA","Human (Adult)",1,9,0.111111111111111,"Human (Fetal)",2,9,0.222222222222222,"Both",0.5,2,0.5,2,1
"40520","NAB2","Human (Adult)",5,5,1,"Human (Fetal)",3,5,0.6,"Both",1.66666666666667,0.6,1.66666666666667,0.6,2
"40522","NABP2","Human (Adult)",3,6,0.5,"Human (Fetal)",2,6,0.333333333333333,"Both",1.5,0.666666666666667,1.5,0.666666666666667,1
"40523","NACA","Human (Adult)",3,21,0.142857142857143,"Human (Fetal)",2,21,0.0952380952380952,"Both",1.5,0.666666666666667,1.5,0.666666666666667,1
"40527","NACAD","Human (Adult)",2,2,1,"Human (Fetal)",1,2,0.5,"Both",2,0.5,2,0.5,1
"40534","NACC1","Human (Adult)",1,3,0.333333333333333,"Human (Fetal)",1,3,0.333333333333333,"Both",1,1,1,1,0
"40536","NADK","Human (Adult)",1,17,0.0588235294117647,"Human (Fetal)",3,17,0.176470588235294,"Both",0.333333333333333,3,0.333333333333333,3,2
"40537","NADK2","Human (Adult)",2,11,0.181818181818182,"Human (Fetal)",1,11,0.0909090909090909,"Both",2,0.5,2,0.5,1
"40540","NAE1","Human (Adult)",3,22,0.136363636363636,"Human (Fetal)",2,22,0.0909090909090909,"Both",1.5,0.666666666666667,1.5,0.666666666666667,1
"40541","NAF1","Human (Adult)",1,6,0.166666666666667,"Human (Fetal)",1,6,0.166666666666667,"Both",1,1,1,1,0
"40542","NAGA","Human (Adult)",1,3,0.333333333333333,"Human (Fetal)",1,3,0.333333333333333,"Both",1,1,1,1,0
"40543","NAGK","Human (Adult)",4,29,0.137931034482759,"Human (Fetal)",8,29,0.275862068965517,"Both",0.5,2,0.5,2,4
"40554","NAMPT","Human (Adult)",2,13,0.153846153846154,"Human (Fetal)",2,13,0.153846153846154,"Both",1,1,1,1,0
"40576","NANOS3","Human (Adult)",1,4,0.25,"Human (Fetal)",1,4,0.25,"Both",1,1,1,1,0
"40577","NANP","Human (Adult)",1,1,1,"Human (Fetal)",1,1,1,"Both",1,1,1,1,0
"40578","NANS","Human (Adult)",1,6,0.166666666666667,"Human (Fetal)",1,6,0.166666666666667,"Both",1,1,1,1,0
"40579","NAP1L1","Human (Adult)",9,27,0.333333333333333,"Human (Fetal)",4,27,0.148148148148148,"Both",2.25,0.444444444444444,2.25,0.444444444444444,5
"40583","NAP1L2","Human (Adult)",1,1,1,"Human (Fetal)",1,1,1,"Both",1,1,1,1,0
"40584","NAP1L3","Human (Adult)",1,2,0.5,"Human (Fetal)",1,2,0.5,"Both",1,1,1,1,0
"40585","NAP1L4","Human (Adult)",9,22,0.409090909090909,"Human (Fetal)",5,22,0.227272727272727,"Both",1.8,0.555555555555556,1.8,0.555555555555555,4
"40589","NAP1L5","Human (Adult)",1,1,1,"Human (Fetal)",1,1,1,"Both",1,1,1,1,0
"40591","NAPA","Human (Adult)",8,22,0.363636363636364,"Human (Fetal)",4,22,0.181818181818182,"Both",2,0.5,2,0.5,4
"40593","NAPB","Human (Adult)",3,7,0.428571428571429,"Human (Fetal)",2,7,0.285714285714286,"Both",1.5,0.666666666666667,1.5,0.666666666666667,1
"40594","NAPEPLD","Human (Adult)",4,10,0.4,"Human (Fetal)",5,10,0.5,"Both",0.8,1.25,0.8,1.25,1
"40595","NAPG","Human (Adult)",2,7,0.285714285714286,"Human (Fetal)",1,7,0.142857142857143,"Both",2,0.5,2,0.5,1
"40601","NARF","Human (Adult)",3,27,0.111111111111111,"Human (Fetal)",4,27,0.148148148148148,"Both",0.75,1.33333333333333,0.75,1.33333333333333,1
"40604","NARS","Human (Adult)",4,12,0.333333333333333,"Human (Fetal)",3,12,0.25,"Both",1.33333333333333,0.75,1.33333333333333,0.75,1
"40605","NARS2","Human (Adult)",3,7,0.428571428571429,"Human (Fetal)",6,7,0.857142857142857,"Both",0.5,2,0.5,2,3
"40607","NASP","Human (Adult)",4,25,0.16,"Human (Fetal)",5,25,0.2,"Both",0.8,1.25,0.8,1.25,1
"40609","NAT10","Human (Adult)",2,10,0.2,"Human (Fetal)",1,10,0.1,"Both",2,0.5,2,0.5,1
"40610","NAT14","Human (Adult)",2,5,0.4,"Human (Fetal)",1,5,0.2,"Both",2,0.5,2,0.5,1
